customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
MM71959,arizona,m,bachelor,873352,83210,110,0,Personal Auto,luxury,528
MB83663,oregon,f,bachelor,959747,38736,81,0,Personal Auto,two-door car,561
KR43119,california,m,college,450666,0,66,0,Personal Auto,four-door car,316
KH24214,oregon,m,college,1785797,55437,64,1,Personal Auto,four-door car,445
AC40767,washington,m,bachelor,249780,68041,6464,0,Personal Auto,two-door car,165
HP55391,oregon,m,master,542613,0,71,0,Corporate Auto,four-door car,407
EG62398,california,f,high school or below,799814,29066,100,0,Personal Auto,suv,844
VS19949,nevada,m,bachelor,289762,54337,72,0,Personal Auto,four-door car,345
AM92343,oregon,f,high school or below,1159950,67616,96,0,Personal Auto,four-door car,340
GI68556,california,f,bachelor,1514793,41082,63,0,Personal Auto,two-door car,106
JT11876,washington,f,high school or below,543576,0,10202,0,Personal Auto,four-door car,626
XR64251,nevada,f,master,272535,36650,69,1,Personal Auto,four-door car,56
MK34957,oregon,f,college,1329771,50631,112,4,Special Auto,suv,784
GP18756,california,m,college,992704,19592,92,0,Personal Auto,four-door car,441
AP23850,washington,f,high school or below,1777154,0,114,0,Personal Auto,two-door car,547
KQ65521,arizona,f,college,1826927,55761,115,0,Personal Auto,luxury,86
EJ19449,california,f,college,272221,17576,71,0,Special Auto,four-door car,398
QB70027,california,f,bachelor,708321,41449,89,0,Personal Auto,four-door car,63
QW47320,cali,f,bachelor,1017971,14290,271,0,Personal Auto,luxury suv,1300
KH64733,nevada,f,college,588950,62007,73,0,Personal Auto,four-door car,120
ON59472,arizona,m,high school or below,1577139,21921,206,0,Corporate Auto,luxury suv,1254
HP94242,arizona,f,bachelor,528817,42621,66,0,Personal Auto,four-door car,316
RV15398,oregon,m,college,2758055,0,87,1,Personal Auto,four-door car,417
EA25683,washington,m,high school or below,777853,63786,196,0,Corporate Auto,luxury suv,798
PW73754,cali,f,high school or below,734186,0,104,3,Personal Auto,luxury,82
MC71942,cali,f,high school or below,791919,82877,99,1,Personal Auto,two-door car,22
OX72195,arizona,m,college,216387,0,63,0,Corporate Auto,two-door car,302
YQ99152,nevada,m,high school or below,978780,10475,88,1,Personal Auto,two-door car,422
KI19439,oregon,f,high school or below,520764,21952,66,0,Personal Auto,four-door car,316
PM76175,oregon,f,bachelor,2114727,49721,132,0,Corporate Auto,luxury,639
US45383,cali,m,college,1228076,88340,102,0,Personal Auto,two-door car,489
GT38956,cali,f,college,244139,0,65,0,Personal Auto,four-door car,312
SN41301,oregon,m,bachelor,653556,0,65,0,Corporate Auto,four-door car,468
BE62503,washington,f,college,920659,24589,82,0,Personal Auto,two-door car,511
PA16884,cali,f,bachelor,411858,69379,103,0,Personal Auto,two-door car,494
NC58480,nevada,f,bachelor,483820,73769,61,2,Personal Auto,four-door car,239
NS39326,cali,f,college,462554,66670,114,0,Personal Auto,suv,518
PN18507,arizona,m,bachelor,1404210,88854,118,0,Personal Auto,two-door car,715
EK91340,oregon,m,bachelor,754661,31266,193,0,Corporate Auto,luxury,926
JY16280,cali,f,high school or below,251459,43860,65,0,Personal Auto,four-door car,156
ZW71731,cali,m,bachelor,517035,89284,133,2,Corporate Auto,suv,402
ZC24631,oregon,m,college,1391737,67267,89,0,Corporate Auto,four-door car,94
YR34689,cali,f,high school or below,1131813,79270,95,3,Personal Auto,four-door car,456
RT65829,oregon,m,bachelor,427636,36692,109,1,Personal Auto,four-door car,523
BZ12077,oregon,f,high school or below,432224,0,119,0,Personal Auto,suv,571
WM65373,cali,f,college,800230,0,107,0,Corporate Auto,suv,513
NH35059,nevada,m,college,388545,0,105,0,Corporate Auto,four-door car,504
QD38160,oregon,m,college,447177,0,135,0,Personal Auto,suv,972
BM15160,cali,f,high school or below,849635,44624,71,1,Special Auto,four-door car,73
VY79030,arizona,f,college,2250088,0,71,0,Corporate Auto,four-door car,340
EV19512,nevada,f,master,1630196,19614,85,0,Personal Auto,two-door car,574
TE13577,oregon,f,college,231973,0,64,0,Personal Auto,four-door car,632
WY97929,arizona,m,college,871704,83846,74,3,Special Auto,four-door car,355
YG20683,washington,m,college,286011,51159,72,0,Personal Auto,four-door car,4
FK75497,cali,m,college,245340,83772,62,0,Personal Auto,two-door car,42
NE60110,arizona,m,college,598977,66839,154,0,Personal Auto,luxury,739
TN36521,arizona,f,college,2498022,88440,70,0,Personal Auto,two-door car,27
HG33568,arizona,f,master,748263,25666,63,2,Personal Auto,four-door car,270
TW17878,oregon,f,high school or below,245757,52926,61,0,Personal Auto,four-door car,292
ZO83562,nevada,f,bachelor,237974,0,67,0,Personal Auto,four-door car,494
CH97539,washington,f,bachelor,828696,40001,70,0,Personal Auto,four-door car,142
CV29889,cali,m,college,239391,0,70,0,Personal Auto,four-door car,425
MO33320,oregon,m,college,465715,18024,65,0,Personal Auto,two-door car,312
QZ81258,oregon,f,college,1319792,0,68,3,Personal Auto,four-door car,326
NY56352,oregon,f,bachelor,280391,23220,74,0,Personal Auto,four-door car,251
EA27048,cali,f,high school or below,864650,64125,108,0,Personal Auto,suv,369
UT38865,oregon,f,college,742587,58042,62,0,Corporate Auto,four-door car,161
QC89139,oregon,f,high school or below,452873,90034,112,0,Corporate Auto,suv,537
LA14484,nevada,m,high school or below,222707,27972,61,0,Special Auto,four-door car,292
HN57556,cali,f,high school or below,729294,0,65,0,Personal Auto,four-door car,312
CV31235,arizona,m,bachelor,318435,50989,80,0,Corporate Auto,four-door car,255
WR45726,arizona,f,bachelor,1131520,11885,101,0,Special Auto,four-door car,484
LB25094,cali,f,bachelor,253070,89451,63,0,Special Auto,four-door car,61
KW56110,oregon,m,bachelor,1836155,0,182,0,Personal Auto,luxury,1310
XO36233,washington,m,bachelor,864153,78904,109,0,Personal Auto,suv,250
ZX86243,arizona,m,doctor,327853,70247,83,1,Personal Auto,four-door car,141
DW29763,arizona,m,high school or below,527198,32653,67,0,Personal Auto,two-door car,321
CT83377,washington,m,high school or below,376363,93595,97,4,Special Auto,four-door car,49
OQ90898,cali,m,master,1395556,90279,115,0,Personal Auto,suv,372
GO77248,oregon,f,college,500152,0,72,0,Personal Auto,four-door car,542
QW33258,cali,m,bachelor,708283,53310,189,3,Personal Auto,luxury,1360
OU79745,cali,m,college,761948,0,105,0,Personal Auto,four-door car,504
VZ79886,oregon,f,bachelor,1255088,22234,160,0,Personal Auto,suv,768
FI92440,washington,f,high school or below,3219660,91375,99,0,Personal Auto,two-door car,72
YG85980,nevada,f,high school or below,679377,22250,86,0,Personal Auto,two-door car,720
QM74621,oregon,m,bachelor,527231,0,80,0,Personal Auto,four-door car,576
EI71732,oregon,f,doctor,626534,0,84,1,Personal Auto,four-door car,481
VN79010,cali,f,high school or below,854758,51179,71,0,Corporate Auto,four-door car,466
FI61723,cali,m,bachelor,278742,38667,72,0,Personal Auto,four-door car,159
OH55411,cali,f,master,462680,79487,114,0,Corporate Auto,suv,547
TF10720,nevada,f,doctor,866336,67763,107,2,Personal Auto,four-door car,41
NW30838,nevada,m,high school or below,387222,0,62,2,Corporate Auto,four-door car,503
CB58476,oregon,f,college,517081,0,71,0,Corporate Auto,four-door car,859
WI69346,cali,f,master,896028,71943,112,0,Corporate Auto,suv,305
FS76657,oregon,f,college,547183,53526,68,0,Personal Auto,four-door car,278
YX89016,oregon,m,college,3493100,35005,295,0,Personal Auto,luxury,1416
PK28821,cali,m,college,262039,24721,67,0,Personal Auto,four-door car,139
MB51200,washington,m,college,1906949,0,102,2,Personal Auto,four-door car,734
XG44587,arizona,m,master,575744,88997,72,0,Personal Auto,four-door car,174
FG91922,arizona,m,master,4022401,48587,111,0,Personal Auto,suv,532
OM99303,arizona,f,high school or below,270148,76310,67,0,Personal Auto,two-door car,321
RV67546,cali,m,bachelor,371243,73205,92,0,Personal Auto,four-door car,37
UJ79253,oregon,f,college,2185084,51056,78,0,Personal Auto,four-door car,95
PN98247,cali,m,college,784016,58414,210,2,Personal Auto,luxury suv,1008
IB67546,cali,f,bachelor,823703,23940,107,0,Personal Auto,suv,513
OE19087,cali,f,high school or below,224347,0,62,0,Personal Auto,four-door car,446
CM95716,cali,m,bachelor,843446,44216,71,0,Personal Auto,four-door car,72
MW62634,cali,m,high school or below,222707,27972,61,0,Corporate Auto,four-door car,292
QW67581,arizona,f,high school or below,517002,0,69,0,Personal Auto,four-door car,331
SN16059,cali,f,master,264144,29305,66,0,Personal Auto,four-door car,475
OE51254,cali,f,college,279068,53882,69,0,Personal Auto,four-door car,331
RM42344,oregon,m,college,274512,91757,69,1,Personal Auto,four-door car,331
GB35238,cali,f,bachelor,757953,33906,64,0,Personal Auto,two-door car,401
ML82674,oregon,m,bachelor,1097878,68158,139,1,Personal Auto,suv,253
EI85244,cali,m,college,825506,0,134,3,Personal Auto,suv,643
DE28132,oregon,m,college,474773,42165,123,0,Corporate Auto,suv,799
TV25678,washington,m,college,354090,0,101,0,Personal Auto,suv,727
TY26512,cali,m,doctor,343613,30817,88,0,Personal Auto,four-door car,91
OB69153,cali,m,bachelor,258218,68074,65,0,Personal Auto,four-door car,27
QZ77637,washington,f,college,1166509,84978,35353,1,Corporate Auto,four-door car,166
XN41715,cali,f,master,739628,71135,92,1,Personal Auto,four-door car,270
QR15857,cali,f,college,433079,0,61,0,Personal Auto,two-door car,292
FL69363,oregon,m,master,907576,37722,116,0,Personal Auto,luxury,158
IS30295,arizona,f,bachelor,1463545,0,139,0,Personal Auto,suv,667
WA25797,washington,m,high school or below,856476,95697,107,0,Personal Auto,luxury,178
NL59519,cali,f,college,1156568,64642,96,0,Personal Auto,four-door car,404
ZU93025,oregon,f,college,277104,50071,71,0,Personal Auto,two-door car,18
DK94262,oregon,m,high school or below,850712,46754,106,1,Personal Auto,suv,513
UQ30615,cali,m,college,758211,64801,64,0,Corporate Auto,four-door car,268
OR40060,arizona,m,bachelor,332309,70410,83,0,Personal Auto,four-door car,131
DK32872,nevada,f,high school or below,523433,66957,131,1,Personal Auto,suv,628
FA46418,nevada,f,high school or below,2470959,24213,78,1,Personal Auto,four-door car,374
ER19995,washington,f,college,1778627,99790,6464,0,Personal Auto,four-door car,178
KI75855,oregon,m,master,255122,79751,63,0,Personal Auto,two-door car,392
ND41876,arizona,m,high school or below,724771,86122,182,1,Personal Auto,luxury suv,873
PN21042,arizona,m,bachelor,453884,82297,116,0,Personal Auto,luxury,0
GJ43254,washington,m,college,3164210,89057,98,0,Corporate Auto,two-door car,187
AL46984,cali,m,high school or below,873042,43259,73,0,Personal Auto,four-door car,350
JP58047,oregon,m,college,833273,0,79,0,Personal Auto,four-door car,379
ZE85014,cali,m,college,235774,25064,62,0,Personal Auto,four-door car,297
KU88219,arizona,m,master,463716,25816,119,0,Personal Auto,luxury,571
UU98729,cali,m,bachelor,535719,0,73,0,Personal Auto,four-door car,350
WS82822,oregon,f,college,539197,41662,69,0,Corporate Auto,four-door car,217
YB49933,arizona,m,bachelor,369414,96170,92,0,Personal Auto,four-door car,441
XC16387,arizona,f,high school or below,504041,46072,64,0,Personal Auto,four-door car,25
XJ96748,arizona,f,high school or below,2749542,37931,99,0,Personal Auto,four-door car,475
TM98684,oregon,m,high school or below,484228,35127,62,0,Personal Auto,four-door car,297
AY18433,washington,f,high school or below,2738281,45473,76,0,Special Auto,two-door car,188
DM74502,nevada,f,college,522710,93087,131,3,Corporate Auto,luxury,628
FT56968,arizona,m,high school or below,259009,22398,67,2,Personal Auto,four-door car,321
OX36896,cali,m,high school or below,1053607,92983,87,1,Corporate Auto,four-door car,153
BZ65376,arizona,m,bachelor,858127,27689,239,2,Personal Auto,luxury suv,2893
LN34660,cali,f,college,946311,69654,118,0,Corporate Auto,suv,629
JC29295,cali,f,bachelor,1344100,80744,111,0,Personal Auto,suv,361
KJ87930,cali,f,bachelor,388650,0,112,0,Corporate Auto,suv,1185
XT36360,arizona,f,high school or below,678489,0,64,1,Personal Auto,four-door car,460
IX35050,arizona,m,bachelor,2359468,76358,66,0,Special Auto,four-door car,86
UN97379,oregon,m,bachelor,253862,18608,71,0,Corporate Auto,four-door car,340
MR57294,cali,m,high school or below,563994,73168,70,0,Personal Auto,four-door car,425
UG79499,washington,m,bachelor,1168137,70930,99,0,Personal Auto,four-door car,190
UA50747,washington,f,high school or below,2599775,62262,72,0,Corporate Auto,four-door car,193
GL20444,nevada,f,master,1377836,91474,113,0,Corporate Auto,two-door car,24
SP58110,cali,f,bachelor,492318,61469,63,5,Personal Auto,four-door car,302
XM91635,arizona,f,high school or below,227233,16618,62,0,Special Auto,four-door car,219
TV82603,cali,f,bachelor,1489539,48081,188,0,Personal Auto,luxury suv,881
BB82067,oregon,m,doctor,975604,67632,121,0,Personal Auto,luxury,26
JP94676,oregon,f,bachelor,942297,34115,119,0,Personal Auto,suv,466
VU53417,arizona,m,high school or below,383735,23051,99,0,Personal Auto,two-door car,475
IW54795,cali,m,college,1095213,23748,99,0,Personal Auto,four-door car,607
RN78170,arizona,f,college,815913,40589,69,0,Corporate Auto,four-door car,331
IX55883,cali,f,college,1948049,50809,83,0,Personal Auto,four-door car,290
XM72420,arizona,f,high school or below,391936,66676,97,0,Personal Auto,four-door car,558
GC15104,nevada,f,bachelor,798514,52339,70,3,Corporate Auto,four-door car,336
RX13282,oregon,m,bachelor,1216874,14973,115,0,Personal Auto,suv,828
QA85890,arizona,f,high school or below,584932,0,83,0,Corporate Auto,four-door car,540
IR62668,arizona,f,bachelor,508583,31546,65,0,Personal Auto,four-door car,100
AL96740,cali,f,college,290393,67763,73,1,Personal Auto,four-door car,59
SS48498,washington,f,college,627317,20836,79,0,Corporate Auto,four-door car,193
PE39479,washington,m,college,1832141,88592,76,0,Corporate Auto,four-door car,199
JH62891,oregon,f,college,517870,66943,65,1,Special Auto,four-door car,53
FI20423,arizona,f,high school or below,1402435,81872,115,0,Special Auto,four-door car,256
PM13394,washington,f,college,530943,22404,70,1,Personal Auto,four-door car,211
YV67971,cali,f,high school or below,494980,21342,62,0,Personal Auto,four-door car,74
QD31377,cali,m,bachelor,859566,34621,108,1,Corporate Auto,suv,621
YG10247,oregon,m,college,2295189,62396,64,0,Personal Auto,four-door car,307
FE73696,oregon,m,high school or below,379213,97212,93,0,Personal Auto,two-door car,360
SW19699,arizona,f,bachelor,275574,49648,70,0,Personal Auto,four-door car,65
QJ40732,arizona,m,college,488033,97984,61,1,Personal Auto,four-door car,407
HM76207,cali,f,college,905190,26308,114,0,Corporate Auto,suv,547
NT59303,oregon,f,college,1011544,63528,256,0,Personal Auto,luxury,1228
PU41393,nevada,m,college,826907,20225,114,1,Special Auto,suv,547
QO86948,nevada,m,high school or below,807165,0,112,0,Personal Auto,suv,806
QN10888,oregon,f,high school or below,772699,87620,64,0,Personal Auto,four-door car,24
VY19543,cali,f,bachelor,831113,0,72,0,Corporate Auto,four-door car,311
XC15133,nevada,f,master,257402,34990,65,0,Personal Auto,four-door car,42
ST43550,oregon,m,bachelor,572732,99934,71,0,Special Auto,four-door car,460
FX36546,washington,m,master,367914,60804,92,0,Personal Auto,four-door car,213
JX68983,oregon,m,bachelor,274451,94648,69,0,Personal Auto,four-door car,331
HX78576,cali,f,high school or below,563674,24516,71,0,Personal Auto,four-door car,300
ZQ11381,arizona,m,bachelor,1687038,61063,85,0,Personal Auto,four-door car,262
ON39271,cali,m,master,273800,0,74,0,Personal Auto,two-door car,263
SB18278,oregon,m,bachelor,464470,0,64,0,Corporate Auto,four-door car,307
ZT30559,cali,f,high school or below,474668,15169,63,0,Personal Auto,four-door car,302
XI41106,arizona,m,college,1687432,55390,71,0,Corporate Auto,two-door car,256
ZS88847,oregon,f,bachelor,238760,27592,62,0,Personal Auto,four-door car,297
RU49126,washington,f,college,446533,61846,112,0,Personal Auto,suv,215
KR62797,arizona,f,high school or below,459162,83297,113,0,Personal Auto,suv,542
ZJ73220,arizona,f,college,1309258,0,188,0,Special Auto,luxury,1353
FY62633,oregon,m,bachelor,911226,0,90,0,Personal Auto,four-door car,432
CU36986,cali,f,high school or below,416516,55897,104,0,Personal Auto,four-door car,499
WZ53904,arizona,m,bachelor,265998,21297,71,0,Personal Auto,four-door car,45
AA71604,arizona,f,master,1198659,87560,98,1,Personal Auto,two-door car,470
TD10493,oregon,f,high school or below,289873,0,96,4,Personal Auto,four-door car,691
LY97989,oregon,f,bachelor,289424,0,85,0,Personal Auto,four-door car,408
VX39856,arizona,f,doctor,350045,89398,86,0,Personal Auto,four-door car,82
TP51897,cali,f,college,262180,36843,68,3,Corporate Auto,four-door car,357
QQ89253,oregon,f,college,1022180,0,134,0,Personal Auto,suv,643
EI91403,cali,m,high school or below,257827,34946,65,0,Personal Auto,two-door car,420
QG15435,arizona,f,college,624259,75680,78,0,Personal Auto,four-door car,136
FZ55002,nevada,f,doctor,522028,0,69,0,Personal Auto,four-door car,331
HX77930,washington,f,college,313643,49532,79,1,Personal Auto,four-door car,220
UN37063,arizona,m,bachelor,452536,10269,65,0,Personal Auto,two-door car,170
VB87946,cali,m,college,497035,49714,63,3,Personal Auto,four-door car,266
AB60627,cali,m,high school or below,1546778,77517,129,0,Corporate Auto,suv,98
TA34903,oregon,m,high school or below,583889,81082,73,0,Personal Auto,four-door car,281
AQ51368,oregon,f,bachelor,1065688,72540,88,0,Corporate Auto,two-door car,631
NZ26102,oregon,f,high school or below,228961,0,65,0,Personal Auto,four-door car,468
GB45753,cali,m,high school or below,543980,61546,68,0,Corporate Auto,two-door car,29
BV79904,cali,f,master,795615,44818,67,1,Personal Auto,two-door car,136
OB49075,arizona,m,bachelor,445811,17622,65,1,Personal Auto,four-door car,312
DS97676,oregon,f,college,255505,0,72,0,Personal Auto,four-door car,518
JO63462,cali,m,bachelor,330799,79797,84,0,Corporate Auto,two-door car,31
NJ10602,washington,f,college,845905,92717,70,0,Personal Auto,two-door car,224
RS24501,oregon,f,college,1335012,28919,173,0,Personal Auto,suv,830
VT78274,arizona,m,college,493122,0,68,0,Personal Auto,four-door car,480
SU56153,nevada,m,bachelor,777683,63568,65,0,Corporate Auto,two-door car,390
MN20737,nevada,f,college,255367,73935,64,1,Corporate Auto,four-door car,72
KL43114,arizona,f,high school or below,487646,0,66,0,Corporate Auto,two-door car,316
YQ15567,oregon,f,bachelor,903430,18846,115,0,Personal Auto,suv,552
TR88637,arizona,f,high school or below,810591,38893,103,0,Personal Auto,suv,41
TC88986,oregon,m,high school or below,561968,0,153,0,Special Auto,suv,1027
XX88577,cali,m,bachelor,1572713,84824,196,0,Corporate Auto,suv,319
NE49052,cali,f,high school or below,661801,20068,86,0,Corporate Auto,four-door car,411
KX17826,oregon,m,doctor,467004,0,125,0,Corporate Auto,suv,600
CC91503,arizona,f,high school or below,1016936,0,135,0,Personal Auto,luxury,648
WH32183,cali,m,bachelor,832307,97245,70,0,Personal Auto,four-door car,4
ES90681,cali,f,college,241776,51808,61,1,Personal Auto,four-door car,351
DW96592,cali,m,bachelor,804487,71391,67,0,Personal Auto,four-door car,284
MT23134,oregon,m,high school or below,532572,0,73,0,Personal Auto,two-door car,496
BM69081,arizona,m,bachelor,694752,0,100,0,Personal Auto,suv,925
MB90871,oregon,f,college,584741,23496,77,0,Special Auto,four-door car,13
GT62080,washington,m,high school or below,588174,55561,63,0,Personal Auto,four-door car,227
QL77686,nevada,f,college,472478,23986,119,0,Corporate Auto,suv,463
ON77827,arizona,f,master,279022,22974,71,0,Personal Auto,four-door car,180
KP18988,oregon,f,high school or below,2153133,0,101,0,Personal Auto,four-door car,484
TI92884,arizona,m,bachelor,1262283,61844,106,0,Personal Auto,luxury,508
JH73503,arizona,m,doctor,2017196,24804,73,0,Personal Auto,two-door car,350
YE97964,cali,f,bachelor,1646436,27760,104,0,Personal Auto,suv,302
VA30351,oregon,f,high school or below,559538,74454,71,0,Personal Auto,four-door car,340
PV55726,oregon,f,master,417068,29462,107,1,Personal Auto,suv,513
UC88305,arizona,f,college,266544,52266,68,0,Corporate Auto,two-door car,141
TS53809,oregon,m,bachelor,709891,0,70,0,Personal Auto,two-door car,349
ZV32120,cali,m,doctor,397134,23599,103,0,Corporate Auto,suv,494
FB80807,oregon,m,bachelor,552821,36088,72,0,Personal Auto,four-door car,345
AS55677,cali,f,high school or below,833899,70534,104,0,Personal Auto,four-door car,54
WA15684,oregon,m,college,3844585,27398,125,1,Personal Auto,suv,600
SA50567,nevada,m,bachelor,544855,85296,68,0,Personal Auto,four-door car,342
KJ31611,arizona,m,high school or below,1080806,31063,92,0,Personal Auto,four-door car,441
VL37375,cali,m,bachelor,618509,0,92,0,Personal Auto,two-door car,1027
KN21017,nevada,m,high school or below,320822,52367,81,0,Personal Auto,four-door car,275
PX44289,arizona,m,college,548010,58651,71,0,Personal Auto,four-door car,472
AM97901,nevada,f,college,2298615,84831,192,0,Special Auto,luxury,1336
RE42925,oregon,m,bachelor,1310792,49088,114,1,Corporate Auto,suv,547
TR81766,cali,f,college,746292,70263,93,0,Corporate Auto,two-door car,7
CH85057,oregon,f,doctor,1146399,45354,285,0,Personal Auto,luxury suv,540
UP71482,arizona,m,high school or below,723613,0,63,0,Personal Auto,four-door car,383
EG40670,cali,f,bachelor,623268,28334,83,0,Special Auto,four-door car,537
HV83672,oregon,f,bachelor,2839332,38772,90,0,Personal Auto,four-door car,321
MG10140,oregon,f,college,374675,41479,94,1,Personal Auto,two-door car,19
TC44716,cali,m,bachelor,2156933,23909,119,0,Personal Auto,suv,571
QO65264,cali,m,college,501208,48328,63,0,Personal Auto,two-door car,108
EB66698,cali,m,high school or below,337185,86689,85,0,Corporate Auto,two-door car,408
OT52034,cali,m,bachelor,386477,24204,99,1,Personal Auto,four-door car,707
CH85444,oregon,m,college,414571,25943,110,0,Corporate Auto,two-door car,1067
PU85769,cali,m,high school or below,515607,0,73,0,Personal Auto,four-door car,807
UI73201,cali,m,college,366737,62375,92,0,Personal Auto,two-door car,618
SL50592,cali,f,high school or below,783568,0,71,0,Corporate Auto,four-door car,404
XP11075,arizona,m,bachelor,1456726,0,148,0,Personal Auto,suv,710
SI31236,oregon,m,bachelor,1017133,70200,65,0,Corporate Auto,four-door car,312
JN26745,nevada,f,bachelor,413577,0,112,0,Special Auto,four-door car,707
VK48036,oregon,f,college,551149,79027,70,0,Corporate Auto,four-door car,336
JX76668,washington,f,high school or below,1131424,62935,141,0,Personal Auto,luxury,232
DS45802,cali,f,high school or below,541461,26893,68,0,Personal Auto,four-door car,68
OA96690,oregon,f,high school or below,742159,47406,94,1,Personal Auto,four-door car,287
EM27919,cali,m,bachelor,445811,17622,65,1,Personal Auto,four-door car,312
QO41043,oregon,f,college,1447612,27572,124,0,Corporate Auto,suv,595
OV50124,oregon,f,college,493688,0,72,2,Personal Auto,two-door car,391
PR31642,oregon,f,bachelor,452527,32802,114,0,Personal Auto,suv,547
BU41599,washington,f,master,558176,62739,70,0,Personal Auto,two-door car,239
TK30357,cali,f,bachelor,1413434,90844,118,0,Personal Auto,suv,232
NF31087,nevada,f,high school or below,2472318,44685,69,0,Personal Auto,four-door car,331
NH16984,cali,f,bachelor,283806,0,80,0,Personal Auto,four-door car,336
OS75493,cali,f,high school or below,384848,42589,98,0,Corporate Auto,four-door car,470
VT63298,oregon,m,bachelor,1950447,0,72,0,Personal Auto,four-door car,345
QS75550,washington,f,bachelor,248004,93383,62,0,Corporate Auto,two-door car,244
SZ16483,arizona,f,high school or below,436137,79583,109,2,Personal Auto,four-door car,523
VM92311,arizona,f,high school or below,252907,89129,64,0,Personal Auto,four-door car,328
NJ46849,arizona,m,college,250444,0,69,0,Personal Auto,four-door car,496
WZ31900,oregon,f,bachelor,864970,94389,107,0,Corporate Auto,suv,85
RG30482,oregon,f,college,1366835,0,197,0,Personal Auto,suv,1418
ZM86949,oregon,f,high school or below,2063508,84106,64,0,Personal Auto,two-door car,334
QQ39596,arizona,f,college,251753,0,69,0,Personal Auto,four-door car,42
FH51383,cali,f,high school or below,532667,76717,66,0,Personal Auto,two-door car,300
BJ53923,arizona,m,high school or below,260027,51978,66,0,Corporate Auto,four-door car,144
CZ96653,oregon,f,bachelor,853479,47325,107,0,Personal Auto,suv,64
FB23788,oregon,m,high school or below,882883,86721,111,0,Corporate Auto,suv,532
NT43594,nevada,f,bachelor,224844,24910,63,1,Personal Auto,four-door car,347
RJ85627,washington,f,bachelor,1230276,43817,62,1,Personal Auto,four-door car,245
KJ86296,oregon,m,high school or below,455659,0,73,2,Personal Auto,four-door car,525
PI47776,oregon,f,bachelor,253070,89451,63,0,Corporate Auto,four-door car,61
MD73554,cali,m,college,525198,59537,66,0,Personal Auto,two-door car,316
UX92071,oregon,m,high school or below,674311,0,199,0,Personal Auto,luxury suv,955
YG44474,oregon,m,college,1401472,54193,117,0,Corporate Auto,suv,720
UH45301,oregon,m,college,943891,86946,118,0,Personal Auto,four-door car,340
RY92647,cali,f,bachelor,1050677,0,92,0,Personal Auto,four-door car,546
IK12620,arizona,f,high school or below,421391,12160,109,0,Personal Auto,four-door car,489
GQ66762,cali,m,college,477368,33701,63,0,Personal Auto,four-door car,171
YT69858,washington,f,bachelor,544142,85702,67,0,Personal Auto,two-door car,249
XD85577,cali,m,bachelor,284226,69417,73,1,Personal Auto,four-door car,30
TM65736,oregon,m,master,305955,38644,78,1,Personal Auto,four-door car,361
VJ51327,cali,f,high school or below,2031499,63209,102,2,Personal Auto,suv,207
GS98873,arizona,f,bachelor,323912,16061,88,0,Personal Auto,four-door car,633
CW49887,california,f,master,462680,79487,114,0,Special Auto,suv,547
MY31220,california,f,college,899704,54230,112,0,Personal Auto,two-door car,537
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
